PERM2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
10,0.002202029,0.002126291,0.002053158,0.001982541,0.001914352,0.001848509,0.00178493,0.001723538,0.001664258,0.001607016,0.001551743,0.001498372,0.001446836,0.001397073,0.001349021,0.001302622,0.001257819,0.001214557,0.001172782,0.001132445,0.001093495,0.001055885,0.001019568,0.0009845,0.000950639,0.000917942,0.00088637,0.000855884,0.000826446,0.000798021,0.000770573,0.000744069,0.000718477,0.000693766,0.000669904,0.000646863,0.000624614,0.000603131,0.000582387,0.000562356,0.000543014,0.000524337,0.000506303,0.000488888,0.000472073,0.000455837,0.000440158,0.000425019,0.000410401,0.000396285,0.000382655,0.000369494,0.000356785,0.000344514,0.000332664,0.000321223,0.000310174,0.000299506,0.000289205,0.000279258,0.000269653,0.000260378,0.000251422,0.000242775,0.000234425,0.000226362,0.000218576,0.000211058,0.000203799,0.000196789,0.000190021,0.000183485,0.000177174,0.000171081,0.000165196,0.000159514,0.000154028,0.00014873,0.000143615,0.000138675,0.000133906,0.0001293,0.000124853,0.000120558,0.000116412,0.000112408,0.000108542,0.000104808,0.000101204,9.77227E-05,9.43616E-05,9.11161E-05,8.79822E-05,8.49561E-05,8.2034E-05,7.92125E-05,7.6488E-05,7.38573E-05,7.1317E-05,6.88641E-05,6.64955E-05,6.42084E-05,0.000062,5.98675E-05,5.78084E-05,5.58201E-05,5.39002E-05,5.20463E-05,5.02562E-05,4.85277E-05,4.68586E-05,4.52469E-05,4.36907E-05,4.21879E-05,4.07369E-05,3.93358E-05,3.79828E-05,3.66764E-05,3.5415E-05,3.41969E-05,3.30207E-05,3.1885E-05,3.07883E-05,2.97293E-05,2.87068E-05,2.77195E-05,2.67661E-05,2.58454E-05,2.49565E-05,2.40981E-05,2.32693E-05,2.2469E-05,2.16961E-05,2.09499E-05,2.02293E-05,1.95336E-05,1.88617E-05,1.8213E-05,1.75865E-05,1.69817E-05,1.63976E-05,1.58336E-05,1.5289E-05,1.47632E-05,1.42554E-05,1.37651E-05,1.32916E-05,1.28345E-05,1.2393E-05,1.19668E-05
11,0.002332061,0.002251851,0.002174399,0.002099612,0.002027396,0.001957665,0.001890332,0.001825315,0.001762534,0.001701912,0.001643376,0.001586852,0.001532273,0.001479571,0.001428682,0.001379543,0.001332094,0.001286278,0.001242037,0.001199317,0.001158067,0.001118236,0.001079775,0.001042636,0.001006775,0.000972148,0.000938711,0.000906424,0.000875248,0.000845145,0.000816076,0.000788008,0.000760904,0.000734733,0.000709463,0.000685061,0.000661498,0.000638747,0.000616777,0.000595563,0.000575079,0.0005553,0.0005362,0.000517758,0.00049995,0.000482754,0.00046615,0.000450117,0.000434635,0.000419686,0.000405251,0.000391313,0.000377854,0.000364858,0.000352309,0.000340191,0.00032849,0.000317192,0.000306282,0.000295748,0.000285576,0.000275754,0.000266269,0.000257111,0.000248268,0.000239729,0.000231483,0.000223522,0.000215834,0.00020841,0.000201242,0.00019432,0.000187637,0.000181183,0.000174951,0.000168934,0.000163124,0.000157513,0.000152095,0.000146864,0.000141813,0.000136935,0.000132225,0.000127678,0.000123286,0.000119046,0.000114951,0.000110998,0.00010718,0.000103493,9.99338E-05,9.64966E-05,9.31776E-05,8.99728E-05,8.68782E-05,8.38901E-05,8.10047E-05,7.82186E-05,7.55283E-05,7.29306E-05,7.04221E-05,0.000068,6.56612E-05,6.34028E-05,6.12221E-05,5.91164E-05,5.70831E-05,5.51197E-05,5.32239E-05,5.13933E-05,4.96256E-05,4.79188E-05,4.62706E-05,4.46792E-05,4.31425E-05,4.16586E-05,4.02258E-05,3.88422E-05,3.75063E-05,3.62162E-05,3.49706E-05,3.37678E-05,3.26064E-05,3.14849E-05,3.0402E-05,2.93563E-05,2.83466E-05,2.73716E-05,2.64302E-05,2.55212E-05,2.46434E-05,2.37958E-05,2.29773E-05,2.2187E-05,2.14239E-05,2.0687E-05,1.99755E-05,1.92885E-05,1.86251E-05,1.79845E-05,1.73659E-05,1.67686E-05,1.61918E-05,1.56349E-05,1.50972E-05,1.45779E-05,1.40765E-05,1.35924E-05,1.31249E-05,1.26734E-05
12,0.00254989,0.002462187,0.002377501,0.002295728,0.002216768,0.002140523,0.002066901,0.00199581,0.001927165,0.001860881,0.001796877,0.001735074,0.001675397,0.001617772,0.00156213,0.001508401,0.00145652,0.001406424,0.00135805,0.001311341,0.001266238,0.001222686,0.001180632,0.001140025,0.001100814,0.001062952,0.001026392,0.00099109,0.000957002,0.000924086,0.000892303,0.000861612,0.000831978,0.000803362,0.000775731,0.00074905,0.000723287,0.000698409,0.000674388,0.000651193,0.000628795,0.000607168,0.000586285,0.00056612,0.000546648,0.000527846,0.000509691,0.000492161,0.000475233,0.000458888,0.000443104,0.000427864,0.000413148,0.000398938,0.000385216,0.000371967,0.000359173,0.00034682,0.000334891,0.000323373,0.00031225,0.000301511,0.00029114,0.000281127,0.000271457,0.000262121,0.000253105,0.0002444,0.000235994,0.000227877,0.000220039,0.000212471,0.000205163,0.000198107,0.000191293,0.000184713,0.00017836,0.000172226,0.000166302,0.000160582,0.000155059,0.000149726,0.000144576,0.000139603,0.000134802,0.000130165,0.000125688,0.000121365,0.000117191,0.00011316,0.000109268,0.00010551,0.000101881,9.83768E-05,9.49932E-05,9.1726E-05,8.85711E-05,8.55247E-05,8.25831E-05,7.97427E-05,0.000077,7.43516E-05,7.17943E-05,6.9325E-05,6.69406E-05,6.46382E-05,6.2415E-05,6.02682E-05,5.81953E-05,5.61937E-05,5.4261E-05,5.23947E-05,5.05926E-05,4.88525E-05,4.71722E-05,4.55498E-05,4.39831E-05,4.24703E-05,4.10096E-05,3.95991E-05,3.82371E-05,3.69219E-05,3.5652E-05,3.44258E-05,3.32417E-05,3.20984E-05,3.09944E-05,2.99283E-05,2.8899E-05,2.7905E-05,2.69452E-05,2.60184E-05,2.51235E-05,2.42594E-05,2.3425E-05,2.26193E-05,2.18414E-05,2.10901E-05,2.03647E-05,1.96643E-05,1.8988E-05,1.83349E-05,1.77043E-05,1.70953E-05,1.65073E-05,1.59396E-05,1.53913E-05,1.4862E-05,1.43508E-05,1.38572E-05
13,0.002909858,0.002809774,0.002713133,0.002619816,0.002529709,0.002442701,0.002358685,0.002277559,0.002199223,0.002123582,0.002050542,0.001980015,0.001911913,0.001846153,0.001782656,0.001721342,0.001662137,0.001604969,0.001549766,0.001496463,0.001444993,0.001395293,0.001347302,0.001300962,0.001256216,0.001213009,0.001171288,0.001131002,0.001092102,0.00105454,0.001018269,0.000983246,0.000949428,0.000916773,0.000885241,0.000854793,0.000825393,0.000797004,0.000769591,0.000743121,0.000717562,0.000692882,0.00066905,0.000646039,0.000623819,0.000602363,0.000581645,0.000561639,0.000542322,0.000523669,0.000505657,0.000488266,0.000471472,0.000455256,0.000439597,0.000424478,0.000409878,0.00039578,0.000382168,0.000369023,0.000356331,0.000344075,0.000332241,0.000320813,0.000309779,0.000299124,0.000288836,0.000278902,0.000269309,0.000260046,0.000251102,0.000242466,0.000234126,0.000226073,0.000218298,0.000210789,0.000203539,0.000196539,0.000189779,0.000183251,0.000176949,0.000170863,0.000164986,0.000159311,0.000153832,0.000148541,0.000143432,0.000138499,0.000133735,0.000129135,0.000124694,0.000120405,0.000116264,0.000112265,0.000108403,0.000104675,0.000101075,9.75982E-05,9.42414E-05,0.000091,8.78701E-05,8.48478E-05,8.19295E-05,7.91116E-05,7.63906E-05,7.37632E-05,7.12261E-05,6.87763E-05,6.64108E-05,6.41266E-05,6.1921E-05,5.97913E-05,5.77348E-05,5.5749E-05,5.38315E-05,5.198E-05,5.01922E-05,4.84659E-05,4.67989E-05,4.51893E-05,4.3635E-05,4.21342E-05,4.0685E-05,3.92857E-05,3.79344E-05,3.66297E-05,3.53698E-05,3.41533E-05,3.29786E-05,3.18443E-05,3.07491E-05,2.96915E-05,2.86702E-05,2.76841E-05,2.6732E-05,2.58125E-05,2.49247E-05,2.40674E-05,2.32396E-05,2.24403E-05,2.16685E-05,2.09232E-05,2.02036E-05,1.95087E-05,1.88377E-05,1.81898E-05,1.75641E-05,1.696E-05,1.63767E-05,1.58134E-05
14,0.003334677,0.003219983,0.003109233,0.003002292,0.002899029,0.002799318,0.002703037,0.002610067,0.002520295,0.00243361,0.002349907,0.002269083,0.002191039,0.002115679,0.002042911,0.001972646,0.001904798,0.001839283,0.001776022,0.001714936,0.001655952,0.001598996,0.001543999,0.001490894,0.001439615,0.0013901,0.001342288,0.001296121,0.001251541,0.001208495,0.00116693,0.001126793,0.001088038,0.001050615,0.00101448,0.000979587,0.000945895,0.000913361,0.000881946,0.000851612,0.000822321,0.000794038,0.000766727,0.000740356,0.000714892,0.000690303,0.000666561,0.000643635,0.000621497,0.000600121,0.00057948,0.000559549,0.000540304,0.00052172,0.000503776,0.000486449,0.000469717,0.000453562,0.000437962,0.000422898,0.000408353,0.000394308,0.000380746,0.00036765,0.000355005,0.000342795,0.000331004,0.00031962,0.000308626,0.000298011,0.000287761,0.000277864,0.000268307,0.000259079,0.000250168,0.000241563,0.000233255,0.000225232,0.000217485,0.000210005,0.000202782,0.000195807,0.000189073,0.00018257,0.00017629,0.000170227,0.000164372,0.000158718,0.000153259,0.000147988,0.000142898,0.000137983,0.000133237,0.000128655,0.00012423,0.000119957,0.000115831,0.000111847,0.000108,0.000104285,0.000100699,9.7235E-05,9.38907E-05,9.06614E-05,8.75431E-05,8.45321E-05,8.16246E-05,7.88172E-05,7.61063E-05,7.34887E-05,7.09611E-05,6.85204E-05,6.61637E-05,6.3888E-05,6.16906E-05,5.95688E-05,5.75199E-05,5.55415E-05,5.36312E-05,5.17866E-05,5.00054E-05,4.82855E-05,4.66247E-05,4.50211E-05,4.34726E-05,4.19774E-05,4.05336E-05,3.91395E-05,3.77933E-05,3.64934E-05,3.52382E-05,3.40262E-05,3.28559E-05,3.17258E-05,3.06346E-05,2.9581E-05,2.85635E-05,2.75811E-05,2.66325E-05,2.57165E-05,2.4832E-05,2.39779E-05,2.31532E-05,2.23568E-05,2.15879E-05,2.08454E-05,2.01284E-05,1.94361E-05,1.87676E-05,1.81221E-05
15,0.003816276,0.003685016,0.003558272,0.003435887,0.003317711,0.003203599,0.003093413,0.002987016,0.002884279,0.002785076,0.002689284,0.002596787,0.002507472,0.002421228,0.002337951,0.002257538,0.002179891,0.002104915,0.002032517,0.00196261,0.001895106,0.001829925,0.001766985,0.001706211,0.001647526,0.00159086,0.001536143,0.001483308,0.001432291,0.001383028,0.001335459,0.001289526,0.001245174,0.001202346,0.001160992,0.00112106,0.001082502,0.00104527,0.001009318,0.000974603,0.000941082,0.000908714,0.000877459,0.000847279,0.000818137,0.000789998,0.000762826,0.000736589,0.000711254,0.000686791,0.000663169,0.00064036,0.000618335,0.000597068,0.000576532,0.000556702,0.000537555,0.000519066,0.000501213,0.000483974,0.000467327,0.000451254,0.000435733,0.000420746,0.000406275,0.000392301,0.000378808,0.000365779,0.000353199,0.00034105,0.00032932,0.000317993,0.000307056,0.000296495,0.000286297,0.00027645,0.000266942,0.00025776,0.000248895,0.000240334,0.000232068,0.000224086,0.000216379,0.000208936,0.00020175,0.000194811,0.000188111,0.000181641,0.000175393,0.000169361,0.000163536,0.000157911,0.00015248,0.000147235,0.000142171,0.000137281,0.000132559,0.000128,0.000123597,0.000119346,0.000115242,0.000111278,0.00010745,0.000103755,0.000100186,9.67403E-05,9.3413E-05,9.02001E-05,8.70977E-05,8.4102E-05,8.12093E-05,7.84162E-05,7.57191E-05,7.31148E-05,7.06E-05,6.81718E-05,6.5827E-05,6.35629E-05,6.13767E-05,5.92657E-05,5.72273E-05,5.52589E-05,5.33583E-05,5.15231E-05,4.9751E-05,4.80398E-05,4.63875E-05,4.4792E-05,4.32514E-05,4.17638E-05,4.03274E-05,3.89403E-05,3.7601E-05,3.63077E-05,3.50589E-05,3.38531E-05,3.26887E-05,3.15644E-05,3.04788E-05,2.94305E-05,2.84182E-05,2.74408E-05,2.6497E-05,2.55856E-05,2.47056E-05,2.38559E-05,2.30354E-05,2.22431E-05,2.1478E-05,2.07393E-05
16,0.004318379,0.00416985,0.00402643,0.003887942,0.003754218,0.003625093,0.00350041,0.003380015,0.00326376,0.003151505,0.00304311,0.002938443,0.002837377,0.002739787,0.002645553,0.00255456,0.002466697,0.002381856,0.002299933,0.002220828,0.002144443,0.002070686,0.001999466,0.001930695,0.001864289,0.001800168,0.001738252,0.001678466,0.001620735,0.001564991,0.001511164,0.001459188,0.001409,0.001360538,0.001313743,0.001268557,0.001224925,0.001182795,0.001142113,0.00110283,0.001064899,0.001028272,0.000992905,0.000958755,0.000925779,0.000893937,0.00086319,0.000833501,0.000804833,0.000777151,0.000750422,0.000724611,0.000699689,0.000675623,0.000652385,0.000629947,0.00060828,0.000587358,0.000567157,0.000547649,0.000528813,0.000510625,0.000493062,0.000476104,0.000459728,0.000443916,0.000428648,0.000413905,0.000399668,0.000385922,0.000372648,0.000359831,0.000347455,0.000335504,0.000323965,0.000312822,0.000302063,0.000291674,0.000281642,0.000271955,0.000262601,0.000253569,0.000244847,0.000236426,0.000228294,0.000220442,0.00021286,0.000205539,0.000198469,0.000191643,0.000185052,0.000178687,0.000172541,0.000166607,0.000160876,0.000155343,0.00015,0.000144841,0.000139859,0.000135049,0.000130404,0.000125919,0.000121588,0.000117406,0.000113368,0.000109468,0.000105703,0.000102068,9.8557E-05,9.51672E-05,9.1894E-05,8.87333E-05,8.56814E-05,8.27344E-05,7.98888E-05,7.7141E-05,7.44878E-05,7.19258E-05,6.9452E-05,6.70632E-05,6.47566E-05,6.25293E-05,6.03786E-05,5.83019E-05,5.62967E-05,5.43604E-05,5.24907E-05,5.06853E-05,4.8942E-05,4.72586E-05,4.56332E-05,4.40637E-05,4.25481E-05,4.10847E-05,3.96716E-05,3.83071E-05,3.69895E-05,3.57173E-05,3.44888E-05,3.33026E-05,3.21572E-05,3.10511E-05,2.99831E-05,2.89519E-05,2.79561E-05,2.69946E-05,2.60661E-05,2.51696E-05,2.43039E-05,2.34679E-05
17,0.004864825,0.004697501,0.004535933,0.004379921,0.004229275,0.004083811,0.00394335,0.00380772,0.003676755,0.003550295,0.003428184,0.003310273,0.003196418,0.003086478,0.00298032,0.002877813,0.002778832,0.002683255,0.002590966,0.002501851,0.0024158,0.00233271,0.002252477,0.002175004,0.002100196,0.002027961,0.00195821,0.001890858,0.001825823,0.001763024,0.001702386,0.001643833,0.001587294,0.0015327,0.001479983,0.00142908,0.001379927,0.001332465,0.001286636,0.001242382,0.001199651,0.00115839,0.001118547,0.001080075,0.001042926,0.001007055,0.000972418,0.000938972,0.000906677,0.000875492,0.00084538,0.000816303,0.000788227,0.000761116,0.000734938,0.00070966,0.000685252,0.000661683,0.000638924,0.000616949,0.000595729,0.000575239,0.000555454,0.000536349,0.000517902,0.000500089,0.000482889,0.00046628,0.000450242,0.000434756,0.000419803,0.000405364,0.000391422,0.000377959,0.000364959,0.000352407,0.000340286,0.000328582,0.00031728,0.000306368,0.00029583,0.000285655,0.00027583,0.000266343,0.000257183,0.000248337,0.000239795,0.000231548,0.000223584,0.000215894,0.000208468,0.000201298,0.000194374,0.000187689,0.000181233,0.000175,0.000168981,0.000163169,0.000157557,0.000152138,0.000146905,0.000141852,0.000136973,0.000132262,0.000127713,0.00012332,0.000119079,0.000114983,0.000111028,0.00010721,0.000103522,9.99616E-05,9.65234E-05,9.32036E-05,8.99979E-05,8.69024E-05,8.39135E-05,8.10273E-05,7.82404E-05,7.55493E-05,7.29509E-05,7.04417E-05,6.80189E-05,6.56794E-05,6.34204E-05,6.12391E-05,5.91328E-05,5.7099E-05,5.51351E-05,5.32387E-05,5.14076E-05,4.96395E-05,4.79321E-05,4.62835E-05,4.46916E-05,4.31545E-05,4.16702E-05,4.0237E-05,3.8853E-05,3.75167E-05,3.62263E-05,3.49803E-05,3.37772E-05,3.26154E-05,3.14937E-05,3.04104E-05,2.93645E-05,2.83545E-05,2.73793E-05,2.64376E-05
18,0.005368573,0.005183923,0.005005624,0.004833458,0.004667213,0.004506686,0.00435168,0.004202006,0.00405748,0.003917925,0.003783169,0.003653049,0.003527404,0.00340608,0.003288929,0.003175808,0.003066577,0.002961104,0.002859258,0.002760915,0.002665954,0.00257426,0.002485719,0.002400224,0.002317669,0.002237954,0.002160981,0.002086655,0.002014885,0.001945584,0.001878666,0.00181405,0.001751657,0.001691409,0.001633234,0.00157706,0.001522817,0.001470441,0.001419865,0.00137103,0.001323874,0.00127834,0.001234372,0.001191916,0.001150921,0.001111335,0.001073111,0.001036202,0.001000562,0.000966148,0.000932918,0.000900831,0.000869847,0.000839929,0.00081104,0.000783145,0.000756209,0.000730199,0.000705084,0.000680833,0.000657416,0.000634805,0.000612971,0.000591888,0.00057153,0.000551873,0.000532891,0.000514563,0.000496865,0.000479775,0.000463273,0.000447339,0.000431953,0.000417096,0.000402751,0.000388898,0.000375522,0.000362606,0.000350135,0.000338092,0.000326463,0.000315235,0.000304392,0.000293923,0.000283814,0.000274052,0.000264626,0.000255524,0.000246736,0.000238249,0.000230055,0.000222142,0.000214502,0.000207124,0.0002,0.000193121,0.000186479,0.000180065,0.000173872,0.000167891,0.000162117,0.000156541,0.000151157,0.000145958,0.000140938,0.00013609,0.000131409,0.00012689,0.000122525,0.000118311,0.000114242,0.000110313,0.000106518,0.000102855,9.93171E-05,9.59011E-05,9.26026E-05,8.94176E-05,8.63421E-05,8.33724E-05,8.05048E-05,7.77359E-05,7.50622E-05,7.24805E-05,6.99875E-05,6.75804E-05,6.5256E-05,6.30115E-05,6.08443E-05,5.87515E-05,5.67308E-05,5.47796E-05,5.28955E-05,5.10761E-05,4.93194E-05,4.76231E-05,4.59851E-05,4.44035E-05,4.28762E-05,4.14015E-05,3.99775E-05,3.86025E-05,3.72748E-05,3.59927E-05,3.47548E-05,3.35594E-05,3.24052E-05,3.12906E-05,3.02144E-05,2.91752E-05
19,0.005780074,0.005581271,0.005389305,0.005203942,0.005024955,0.004852124,0.004685237,0.00452409,0.004368486,0.004218234,0.004073149,0.003933055,0.003797779,0.003667156,0.003541026,0.003419234,0.003301631,0.003188072,0.00307842,0.002972539,0.0028703,0.002771577,0.00267625,0.002584201,0.002495319,0.002409493,0.00232662,0.002246597,0.002169326,0.002094713,0.002022666,0.001953097,0.001885921,0.001821056,0.001758421,0.001697941,0.001639541,0.00158315,0.001528698,0.001476119,0.001425349,0.001376324,0.001328986,0.001283276,0.001239139,0.001196519,0.001155365,0.001115627,0.001077255,0.001040204,0.001004426,0.000969879,0.000936521,0.00090431,0.000873206,0.000843173,0.000814172,0.000786169,0.000759129,0.000733019,0.000707807,0.000683462,0.000659955,0.000637256,0.000615338,0.000594174,0.000573737,0.000554004,0.000534949,0.00051655,0.000498783,0.000481628,0.000465062,0.000449067,0.000433621,0.000418707,0.000404306,0.0003904,0.000376972,0.000364007,0.000351487,0.000339397,0.000327724,0.000316452,0.000305568,0.000295058,0.00028491,0.00027511,0.000265648,0.000256511,0.000247688,0.000239169,0.000230943,0.000223,0.00021533,0.000207924,0.000200772,0.000193867,0.000187199,0.00018076,0.000174543,0.00016854,0.000162743,0.000157145,0.00015174,0.000146521,0.000141482,0.000136616,0.000131917,0.00012738,0.000122998,0.000118768,0.000114683,0.000110739,0.00010693,0.000103252,9.97006E-05,9.62714E-05,9.29602E-05,8.97629E-05,8.66755E-05,8.36944E-05,8.08157E-05,7.80361E-05,7.53521E-05,7.27604E-05,7.02578E-05,6.78413E-05,6.5508E-05,6.32548E-05,6.10792E-05,5.89784E-05,5.69499E-05,5.49911E-05,5.30997E-05,5.12734E-05,4.95099E-05,4.7807E-05,4.61627E-05,4.45749E-05,4.30418E-05,4.15614E-05,4.01319E-05,3.87516E-05,3.74187E-05,3.61317E-05,3.4889E-05,3.3689E-05,3.25303E-05,3.14114E-05
20,0.006081833,0.005872651,0.005670664,0.005475624,0.005287292,0.005105438,0.004929838,0.004760278,0.004596551,0.004438454,0.004285795,0.004138387,0.003996049,0.003858607,0.003725892,0.003597741,0.003473998,0.003354512,0.003239134,0.003127726,0.003020149,0.002916272,0.002815968,0.002719114,0.002625591,0.002535285,0.002448085,0.002363884,0.00228258,0.002204071,0.002128263,0.002055062,0.001984379,0.001916127,0.001850223,0.001786585,0.001725136,0.001665801,0.001608507,0.001553183,0.001499762,0.001448178,0.001398368,0.001350272,0.00130383,0.001258985,0.001215683,0.00117387,0.001133495,0.001094509,0.001056864,0.001020514,0.000985414,0.000951521,0.000918794,0.000887192,0.000856677,0.000827212,0.000798761,0.000771288,0.00074476,0.000719144,0.000694409,0.000670525,0.000647463,0.000625194,0.00060369,0.000582927,0.000562877,0.000543517,0.000524823,0.000506772,0.000489342,0.000472511,0.000456259,0.000440567,0.000425413,0.000410782,0.000396653,0.00038301,0.000369837,0.000357116,0.000344833,0.000332973,0.000321521,0.000310462,0.000299784,0.000289473,0.000279517,0.000269903,0.000260619,0.000251656,0.000243,0.000234642,0.000226572,0.000218779,0.000211254,0.000203988,0.000196972,0.000190197,0.000183655,0.000177339,0.000171239,0.00016535,0.000159662,0.000154171,0.000148868,0.000143748,0.000138804,0.00013403,0.00012942,0.000124968,0.00012067,0.00011652,0.000112512,0.000108642,0.000104906,0.000101297,9.78134E-05,9.44491E-05,9.12006E-05,8.80638E-05,8.50349E-05,8.21101E-05,7.9286E-05,7.6559E-05,7.39258E-05,7.13831E-05,6.89279E-05,6.65572E-05,6.4268E-05,6.20575E-05,5.99231E-05,5.7862E-05,5.58719E-05,5.39502E-05,5.20946E-05,5.03028E-05,4.85727E-05,4.69021E-05,4.52889E-05,4.37312E-05,4.22271E-05,4.07747E-05,3.93723E-05,3.80181E-05,3.67104E-05,3.54478E-05,3.42286E-05,3.30513E-05
21,0.00623516,0.006020705,0.005813625,0.005613668,0.005420588,0.005234149,0.005054123,0.004880288,0.004712433,0.004550351,0.004393843,0.004242719,0.004096792,0.003955885,0.003819824,0.003688443,0.00356158,0.003439081,0.003320795,0.003206578,0.003096289,0.002989793,0.002886961,0.002787665,0.002691784,0.002599202,0.002509803,0.002423479,0.002340125,0.002259637,0.002181918,0.002106872,0.002034407,0.001964434,0.001896868,0.001831626,0.001768628,0.001707797,0.001649058,0.001592339,0.001537572,0.001484687,0.001433622,0.001384313,0.001336701,0.001290725,0.001246331,0.001203464,0.001162072,0.001122103,0.001083508,0.001046242,0.001010257,0.000975509,0.000941957,0.000909559,0.000878275,0.000848067,0.000818898,0.000790732,0.000763535,0.000737274,0.000711916,0.00068743,0.000663786,0.000640955,0.00061891,0.000597623,0.000577068,0.00055722,0.000538054,0.000519548,0.000501679,0.000484424,0.000467762,0.000451674,0.000436138,0.000421138,0.000406653,0.000392666,0.00037916,0.000366119,0.000353527,0.000341367,0.000329626,0.000318289,0.000307342,0.000296771,0.000286563,0.000276707,0.00026719,0.000258,0.000249126,0.000240558,0.000232284,0.000224294,0.00021658,0.000209131,0.000201938,0.000194992,0.000188286,0.00018181,0.000175556,0.000169518,0.000163688,0.000158058,0.000152621,0.000147372,0.000142303,0.000137409,0.000132683,0.000128119,0.000123712,0.000119457,0.000115349,0.000111381,0.00010755,0.000103851,0.000100279,9.68303E-05,9.34998E-05,9.02839E-05,8.71787E-05,8.41802E-05,8.12848E-05,7.84891E-05,7.57895E-05,7.31827E-05,7.06656E-05,6.82351E-05,6.58882E-05,6.3622E-05,6.14338E-05,5.93208E-05,5.72805E-05,5.53103E-05,5.34079E-05,5.1571E-05,4.97972E-05,4.80845E-05,4.64306E-05,4.48337E-05,4.32916E-05,4.18026E-05,4.03649E-05,3.89765E-05,3.76359E-05,3.63415E-05,3.50915E-05,3.38846E-05
22,0.006300737,0.006084026,0.005874769,0.005672708,0.005477598,0.005289198,0.005107279,0.004931616,0.004761995,0.004598208,0.004440055,0.004287341,0.004139879,0.00399749,0.003859998,0.003727235,0.003599038,0.003475251,0.003355721,0.003240302,0.003128854,0.003021238,0.002917324,0.002816984,0.002720095,0.002626538,0.002536199,0.002448968,0.002364737,0.002283403,0.002204866,0.00212903,0.002055803,0.001985095,0.001916818,0.00185089,0.00178723,0.001725759,0.001666402,0.001609087,0.001553743,0.001500302,0.0014487,0.001398873,0.001350759,0.0013043,0.001259439,0.001216121,0.001174293,0.001133904,0.001094904,0.001057245,0.001020882,0.000985769,0.000951864,0.000919125,0.000887512,0.000856986,0.000827511,0.000799049,0.000771566,0.000745028,0.000719403,0.00069466,0.000670767,0.000647696,0.000625419,0.000603908,0.000583137,0.00056308,0.000543713,0.000525012,0.000506955,0.000489518,0.000472682,0.000456424,0.000440725,0.000425567,0.00041093,0.000396796,0.000383148,0.00036997,0.000357245,0.000344958,0.000333093,0.000321636,0.000310574,0.000299892,0.000289577,0.000279617,0.00027,0.000260713,0.000251746,0.000243088,0.000234727,0.000226653,0.000218858,0.00021133,0.000204062,0.000197043,0.000190266,0.000183722,0.000177403,0.000171301,0.000165409,0.00015972,0.000154226,0.000148922,0.0001438,0.000138854,0.000134078,0.000129466,0.000125014,0.000120714,0.000116562,0.000112553,0.000108682,0.000104943,0.000101334,9.78487E-05,9.44832E-05,9.12335E-05,8.80955E-05,8.50655E-05,8.21397E-05,7.93146E-05,7.65866E-05,7.39524E-05,7.14089E-05,6.89528E-05,6.65812E-05,6.42911E-05,6.20799E-05,5.99447E-05,5.78829E-05,5.5892E-05,5.39697E-05,5.21134E-05,5.0321E-05,4.85902E-05,4.6919E-05,4.53052E-05,4.3747E-05,4.22423E-05,4.07894E-05,3.93865E-05,3.80318E-05,3.67237E-05,3.54606E-05,3.42409E-05
