PERF2020_Ind_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
10,0.002558792,0.002461333,0.002367586,0.002277409,0.002190668,0.002107229,0.002026969,0.001949766,0.001875504,0.001804069,0.001735356,0.00166926,0.001605681,0.001544524,0.001485696,0.001429109,0.001374677,0.001322318,0.001271954,0.001223508,0.001176907,0.001132081,0.001088962,0.001047486,0.001007589,0.000969212,0.000932297,0.000896788,0.000862631,0.000829775,0.00079817,0.00076777,0.000738527,0.000710398,0.00068334,0.000657313,0.000632278,0.000608195,0.00058503,0.000562748,0.000541314,0.000520696,0.000500864,0.000481787,0.000463437,0.000445785,0.000428806,0.000412474,0.000396764,0.000381652,0.000367115,0.000353133,0.000339683,0.000326745,0.0003143,0.000302329,0.000290814,0.000279737,0.000269083,0.000258834,0.000248975,0.000239492,0.000230371,0.000221596,0.000213156,0.000205037,0.000197228,0.000189716,0.00018249,0.000175539,0.000168853,0.000162422,0.000156236,0.000150285,0.000144561,0.000139055,0.000133759,0.000128664,0.000123763,0.00011905,0.000114515,0.000110154,0.000105958,0.000101922,9.80403E-05,9.43061E-05,9.07142E-05,8.72591E-05,8.39356E-05,8.07386E-05,7.76635E-05,7.47054E-05,7.186E-05,6.9123E-05,6.64903E-05,6.39578E-05,6.15218E-05,5.91785E-05,5.69245E-05,5.47564E-05,5.26708E-05,5.06647E-05,0.000048735,4.68788E-05,4.50933E-05,4.33758E-05,4.17237E-05,4.01345E-05,3.86058E-05,3.71354E-05,3.5721E-05,3.43605E-05,3.30518E-05,3.17929E-05,3.0582E-05,2.94171E-05,2.82967E-05,2.72189E-05,2.61822E-05,2.5185E-05,2.42258E-05,2.3303E-05,2.24155E-05,2.15617E-05,2.07405E-05,1.99505E-05,1.91906E-05,1.84597E-05,1.77566E-05,1.70803E-05,1.64297E-05,1.5804E-05,1.5202E-05,1.4623E-05,1.40661E-05,1.35303E-05,1.3015E-05,1.25192E-05,1.20424E-05,1.15837E-05,1.11425E-05,1.07181E-05,1.03099E-05,9.91723E-06,9.5395E-06,9.17616E-06,8.82666E-06,8.49047E-06,8.16709E-06,7.85602E-06
11,0.002461333,0.002367586,0.002277409,0.002190668,0.002107229,0.002026969,0.001949766,0.001875504,0.001804069,0.001735356,0.00166926,0.001605681,0.001544524,0.001485696,0.001429109,0.001374677,0.001322318,0.001271954,0.001223508,0.001176907,0.001132081,0.001088962,0.001047486,0.001007589,0.000969212,0.000932297,0.000896788,0.000862631,0.000829775,0.00079817,0.00076777,0.000738527,0.000710398,0.00068334,0.000657313,0.000632278,0.000608195,0.00058503,0.000562748,0.000541314,0.000520696,0.000500864,0.000481787,0.000463437,0.000445785,0.000428806,0.000412474,0.000396764,0.000381652,0.000367115,0.000353133,0.000339683,0.000326745,0.0003143,0.000302329,0.000290814,0.000279737,0.000269083,0.000258834,0.000248975,0.000239492,0.000230371,0.000221596,0.000213156,0.000205037,0.000197228,0.000189716,0.00018249,0.000175539,0.000168853,0.000162422,0.000156236,0.000150285,0.000144561,0.000139055,0.000133759,0.000128664,0.000123763,0.00011905,0.000114515,0.000110154,0.000105958,0.000101922,9.80403E-05,9.43061E-05,9.07142E-05,8.72591E-05,8.39356E-05,8.07386E-05,7.76635E-05,7.47054E-05,7.186E-05,6.9123E-05,6.64903E-05,6.39578E-05,6.15218E-05,5.91785E-05,5.69245E-05,5.47564E-05,5.26708E-05,5.06647E-05,0.000048735,4.68788E-05,4.50933E-05,4.33758E-05,4.17237E-05,4.01345E-05,3.86058E-05,3.71354E-05,3.5721E-05,3.43605E-05,3.30518E-05,3.17929E-05,3.0582E-05,2.94171E-05,2.82967E-05,2.72189E-05,2.61822E-05,2.5185E-05,2.42258E-05,2.3303E-05,2.24155E-05,2.15617E-05,2.07405E-05,1.99505E-05,1.91906E-05,1.84597E-05,1.77566E-05,1.70803E-05,1.64297E-05,1.5804E-05,1.5202E-05,1.4623E-05,1.40661E-05,1.35303E-05,1.3015E-05,1.25192E-05,1.20424E-05,1.15837E-05,1.11425E-05,1.07181E-05,1.03099E-05,9.91723E-06,9.5395E-06,9.17616E-06,8.82666E-06,8.49047E-06,8.16709E-06,7.85602E-06,7.5568E-06
12,0.002512842,0.002417421,0.002325624,0.002237312,0.002152354,0.002070621,0.001991993,0.00191635,0.00184358,0.001773573,0.001706225,0.001641434,0.001579103,0.001519139,0.001461452,0.001405956,0.001352567,0.001301206,0.001251794,0.00120426,0.00115853,0.001114537,0.001072214,0.001031498,0.000992329,0.000954647,0.000918396,0.000883521,0.000849971,0.000817695,0.000786644,0.000756772,0.000728035,0.000700389,0.000673793,0.000648207,0.000623592,0.000599912,0.000577132,0.000555216,0.000534133,0.00051385,0.000494337,0.000475566,0.000457507,0.000440134,0.00042342,0.000407342,0.000391874,0.000376993,0.000362677,0.000348905,0.000335656,0.00032291,0.000310648,0.000298852,0.000287503,0.000276586,0.000266083,0.000255979,0.000246258,0.000236907,0.000227911,0.000219257,0.000210931,0.000202921,0.000195215,0.000187802,0.000180671,0.00017381,0.00016721,0.00016086,0.000154752,0.000148876,0.000143222,0.000137784,0.000132552,0.000127518,0.000122676,0.000118017,0.000113536,0.000109225,0.000105077,0.000101087,9.72482E-05,9.35554E-05,9.00028E-05,8.6585E-05,8.32971E-05,8.01341E-05,7.70911E-05,7.41637E-05,7.13474E-05,6.86381E-05,6.60317E-05,6.35243E-05,6.1112E-05,5.87914E-05,5.65589E-05,5.44112E-05,0.000052345,5.03573E-05,4.8445E-05,4.66054E-05,4.48357E-05,4.31331E-05,4.14952E-05,3.99195E-05,3.84036E-05,3.69453E-05,3.55424E-05,3.41927E-05,3.28943E-05,3.16452E-05,3.04435E-05,2.92875E-05,2.81753E-05,2.71054E-05,2.60761E-05,2.50859E-05,2.41333E-05,2.32169E-05,2.23353E-05,2.14871E-05,2.06712E-05,1.98862E-05,1.91311E-05,1.84046E-05,1.77057E-05,1.70334E-05,1.63866E-05,1.57643E-05,1.51657E-05,1.45898E-05,1.40358E-05,1.35028E-05,1.299E-05,1.24968E-05,1.20222E-05,1.15657E-05,1.11265E-05,1.0704E-05,1.02975E-05,9.90651E-06,9.53032E-06,9.16842E-06,8.82027E-06,8.48533E-06,8.16312E-06,7.85314E-06
13,0.002647298,0.002546967,0.002450438,0.002357568,0.002268217,0.002182253,0.002099546,0.002019975,0.001943419,0.001869764,0.001798901,0.001730724,0.00166513,0.001602023,0.001541307,0.001482892,0.001426691,0.00137262,0.001320599,0.001270549,0.001222396,0.001176067,0.001131495,0.001088612,0.001047354,0.00100766,0.00096947,0.000932728,0.000897378,0.000863368,0.000830647,0.000799165,0.000768877,0.000739737,0.000711702,0.000684729,0.000658778,0.00063381,0.000609789,0.000586679,0.000564444,0.000543052,0.00052247,0.000502669,0.000483618,0.000465289,0.000447655,0.000430689,0.000414366,0.000398662,0.000383553,0.000369016,0.000355031,0.000341575,0.00032863,0.000316175,0.000304192,0.000292663,0.000281572,0.0002709,0.000260633,0.000250755,0.000241252,0.000232109,0.000223312,0.000214848,0.000206706,0.000198872,0.000191335,0.000184083,0.000177106,0.000170394,0.000163936,0.000157723,0.000151746,0.000145994,0.000140461,0.000135138,0.000130016,0.000125089,0.000120348,0.000115787,0.000111399,0.000107177,0.000103115,9.92067E-05,9.54468E-05,9.18294E-05,8.83491E-05,8.50007E-05,8.17793E-05,7.86799E-05,7.56979E-05,7.2829E-05,7.00688E-05,6.74133E-05,6.48583E-05,6.24002E-05,6.00353E-05,0.00005776,5.55709E-05,5.34648E-05,5.14385E-05,4.9489E-05,4.76134E-05,4.58089E-05,4.40728E-05,4.24024E-05,4.07954E-05,3.92493E-05,3.77618E-05,3.63306E-05,3.49537E-05,3.3629E-05,3.23544E-05,3.11282E-05,2.99485E-05,2.88134E-05,2.77214E-05,2.66708E-05,2.566E-05,2.46875E-05,2.37519E-05,2.28517E-05,2.19856E-05,2.11524E-05,2.03507E-05,1.95794E-05,1.88374E-05,1.81234E-05,1.74366E-05,1.67757E-05,1.61399E-05,1.55282E-05,1.49397E-05,1.43735E-05,1.38288E-05,1.33047E-05,1.28004E-05,1.23153E-05,1.18486E-05,1.13995E-05,1.09675E-05,1.05518E-05,1.01519E-05,9.76715E-06,9.39698E-06,9.04084E-06,8.6982E-06,8.36854E-06
14,0.002757834,0.002653587,0.002553279,0.002456764,0.002363897,0.00227454,0.002188561,0.002105832,0.00202623,0.001949637,0.00187594,0.001805028,0.001736797,0.001671145,0.001607975,0.001547192,0.001488707,0.001432433,0.001378286,0.001326186,0.001276056,0.00122782,0.001181408,0.00113675,0.00109378,0.001052434,0.001012652,0.000974373,0.000937541,0.000902101,0.000868001,0.00083519,0.00080362,0.000773242,0.000744013,0.000715889,0.000688828,0.00066279,0.000637736,0.000613629,0.000590434,0.000568115,0.00054664,0.000525976,0.000506094,0.000486964,0.000468556,0.000450844,0.000433802,0.000417404,0.000401626,0.000386444,0.000371836,0.000357781,0.000344256,0.000331243,0.000318722,0.000306674,0.000295082,0.000283927,0.000273195,0.000262868,0.000252931,0.00024337,0.000234171,0.000225319,0.000216802,0.000208607,0.000200721,0.000193134,0.000185833,0.000178809,0.000172049,0.000165546,0.000159288,0.000153267,0.000147473,0.000141899,0.000136535,0.000131374,0.000126408,0.00012163,0.000117032,0.000112608,0.000108351,0.000104256,0.000100315,9.65227E-05,9.28741E-05,8.93634E-05,8.59854E-05,8.27351E-05,7.96077E-05,7.65984E-05,7.3703E-05,7.09169E-05,6.82362E-05,6.56569E-05,0.000063175,6.07869E-05,5.84892E-05,5.62782E-05,5.41509E-05,5.21039E-05,5.01344E-05,4.82393E-05,4.64158E-05,4.46613E-05,4.2973E-05,4.13486E-05,3.97856E-05,3.82817E-05,3.68346E-05,3.54423E-05,3.41025E-05,3.28134E-05,3.15731E-05,3.03796E-05,2.92312E-05,2.81262E-05,2.70631E-05,2.60401E-05,2.50557E-05,2.41086E-05,2.31973E-05,2.23204E-05,2.14767E-05,2.06649E-05,1.98837E-05,1.91321E-05,1.84089E-05,1.7713E-05,1.70435E-05,1.63992E-05,1.57793E-05,1.51828E-05,1.46089E-05,1.40567E-05,1.35253E-05,1.30141E-05,1.25221E-05,1.20488E-05,1.15933E-05,1.11551E-05,1.07334E-05,1.03277E-05,9.93731E-06,9.56167E-06,9.20023E-06,8.85246E-06
15,0.002872002,0.0027639,0.002659868,0.002559751,0.002463402,0.002370681,0.002281449,0.002195575,0.002112934,0.002033404,0.001956867,0.001883211,0.001812327,0.001744112,0.001678464,0.001615287,0.001554488,0.001495977,0.001439669,0.00138548,0.001333331,0.001283145,0.001234847,0.001188368,0.001143638,0.001100592,0.001059166,0.001019299,0.000980933,0.000944011,0.000908478,0.000874283,0.000841376,0.000809706,0.000779229,0.000749899,0.000721673,0.00069451,0.000668368,0.000643211,0.000619001,0.000595702,0.00057328,0.000551702,0.000530936,0.000510951,0.000491719,0.000473211,0.000455399,0.000438258,0.000421762,0.000405887,0.00039061,0.000375907,0.000361758,0.000348142,0.000335038,0.000322427,0.000310291,0.000298612,0.000287372,0.000276555,0.000266146,0.000256128,0.000246488,0.00023721,0.000228281,0.000219689,0.00021142,0.000203462,0.000195804,0.000188434,0.000181341,0.000174516,0.000167947,0.000161625,0.000155542,0.000149687,0.000144053,0.000138631,0.000133413,0.000128391,0.000123559,0.000118908,0.000114432,0.000110125,0.00010598,0.000101991,9.8152E-05,9.44575E-05,9.09022E-05,8.74806E-05,8.41879E-05,8.10191E-05,7.79695E-05,7.50348E-05,7.22105E-05,6.94925E-05,6.68768E-05,6.43596E-05,6.19371E-05,5.96058E-05,5.73623E-05,5.52032E-05,5.31253E-05,5.11257E-05,4.92013E-05,4.73494E-05,4.55672E-05,4.3852E-05,4.22015E-05,4.0613E-05,3.90843E-05,3.76132E-05,3.61975E-05,3.4835E-05,3.35238E-05,3.2262E-05,3.10477E-05,2.9879E-05,2.87544E-05,2.76721E-05,2.66305E-05,2.56281E-05,2.46635E-05,2.37352E-05,2.28418E-05,2.1982E-05,2.11546E-05,2.03584E-05,1.95921E-05,1.88546E-05,1.8145E-05,1.7462E-05,1.68047E-05,1.61722E-05,1.55635E-05,1.49777E-05,1.44139E-05,1.38714E-05,1.33493E-05,1.28468E-05,1.23633E-05,1.18979E-05,1.14501E-05,1.10191E-05,1.06043E-05,1.02052E-05,9.82107E-06,9.4514E-06
16,0.00298238,0.002870805,0.002763404,0.002660021,0.002560505,0.002464713,0.002372504,0.002283745,0.002198307,0.002116065,0.0020369,0.001960696,0.001887343,0.001816735,0.001748768,0.001683344,0.001620368,0.001559747,0.001501395,0.001445225,0.001391157,0.001339112,0.001289014,0.00124079,0.00119437,0.001149687,0.001106675,0.001065273,0.001025419,0.000987057,0.000950129,0.000914584,0.000880368,0.000847432,0.000815728,0.00078521,0.000755834,0.000727558,0.000700339,0.000674138,0.000648917,0.00062464,0.000601272,0.000578777,0.000557124,0.000536281,0.000516218,0.000496906,0.000478316,0.000460421,0.000443196,0.000426615,0.000410655,0.000395292,0.000380503,0.000366268,0.000352566,0.000339376,0.000326679,0.000314457,0.000302693,0.000291369,0.000280468,0.000269976,0.000259875,0.000250153,0.000240794,0.000231786,0.000223114,0.000214767,0.000206733,0.000198998,0.000191554,0.000184387,0.000177489,0.000170849,0.000164457,0.000158305,0.000152382,0.000146681,0.000141194,0.000135912,0.000130827,0.000125932,0.000121221,0.000116686,0.000112321,0.000108119,0.000104074,0.00010018,9.64322E-05,9.28245E-05,8.93518E-05,8.60091E-05,8.27913E-05,7.9694E-05,7.67125E-05,7.38426E-05,7.108E-05,6.84208E-05,6.58611E-05,6.33971E-05,6.10253E-05,5.87423E-05,5.65446E-05,5.44292E-05,5.23929E-05,5.04328E-05,4.85461E-05,4.67299E-05,4.49816E-05,4.32988E-05,4.16789E-05,4.01197E-05,3.86187E-05,3.71739E-05,3.57832E-05,3.44445E-05,3.31559E-05,3.19155E-05,3.07215E-05,2.95721E-05,2.84658E-05,2.74008E-05,2.63757E-05,2.5389E-05,2.44391E-05,2.35248E-05,2.26447E-05,2.17976E-05,2.09821E-05,2.01971E-05,1.94415E-05,1.87142E-05,1.8014E-05,1.73401E-05,1.66914E-05,1.60669E-05,1.54658E-05,1.48872E-05,1.43303E-05,1.37942E-05,1.32781E-05,1.27814E-05,1.23032E-05,1.18429E-05,1.13998E-05,1.09734E-05,1.05628E-05,1.01677E-05
17,0.003056568,0.002943061,0.002833769,0.002728536,0.002627211,0.002529648,0.002435709,0.002345258,0.002258166,0.002174308,0.002093564,0.002015819,0.00194096,0.001868882,0.00179948,0.001732656,0.001668313,0.00160636,0.001546707,0.001489269,0.001433965,0.001380714,0.00132944,0.001280071,0.001232535,0.001186765,0.001142694,0.001100259,0.001059401,0.001020059,0.000982179,0.000945705,0.000910586,0.000876771,0.000844212,0.000812862,0.000782676,0.000753611,0.000725625,0.000698679,0.000672733,0.000647751,0.000623697,0.000600535,0.000578234,0.000556761,0.000536086,0.000516178,0.00049701,0.000478553,0.000460782,0.00044367,0.000427194,0.00041133,0.000396055,0.000381348,0.000367186,0.000353551,0.000340421,0.00032778,0.000315608,0.000303887,0.000292602,0.000281736,0.000271274,0.0002612,0.0002515,0.000242161,0.000233168,0.000224509,0.000216172,0.000208144,0.000200415,0.000192972,0.000185806,0.000178906,0.000172263,0.000165866,0.000159706,0.000153775,0.000148065,0.000142566,0.000137272,0.000132174,0.000127266,0.00012254,0.000117989,0.000113608,0.000109389,0.000105327,0.000101415,9.76493E-05,9.40231E-05,9.05315E-05,8.71696E-05,8.39325E-05,8.08156E-05,7.78145E-05,7.49248E-05,7.21425E-05,6.94634E-05,6.68839E-05,6.44001E-05,6.20086E-05,5.97059E-05,5.74887E-05,5.53538E-05,5.32982E-05,5.1319E-05,4.94132E-05,4.75783E-05,4.58114E-05,4.41102E-05,4.24721E-05,4.08949E-05,3.93763E-05,3.7914E-05,3.65061E-05,3.51504E-05,3.38451E-05,3.25882E-05,3.1378E-05,3.02128E-05,2.90908E-05,2.80105E-05,2.69704E-05,2.59688E-05,2.50044E-05,2.40759E-05,2.31818E-05,2.2321E-05,2.14921E-05,2.0694E-05,1.99255E-05,1.91855E-05,1.84731E-05,1.77871E-05,1.71265E-05,1.64905E-05,1.58782E-05,1.52885E-05,1.47208E-05,1.41741E-05,1.36477E-05,1.31409E-05,1.26529E-05,1.21831E-05,1.17306E-05,1.1295E-05,1.08756E-05
18,0.003137708,0.003022099,0.002910749,0.002803502,0.002700207,0.002600717,0.002504894,0.0024126,0.002323708,0.00223809,0.002155628,0.002076203,0.001999705,0.001926026,0.001855061,0.001786711,0.001720879,0.001657473,0.001596403,0.001537584,0.001480931,0.001426366,0.001373811,0.001323193,0.00127444,0.001227483,0.001182256,0.001138696,0.00109674,0.001056331,0.00101741,0.000979923,0.000943818,0.000909043,0.000875549,0.000843289,0.000812218,0.000782292,0.000753468,0.000725707,0.000698968,0.000673214,0.00064841,0.000624519,0.000601508,0.000579346,0.000558,0.00053744,0.000517638,0.000498565,0.000480196,0.000462503,0.000445462,0.000429049,0.00041324,0.000398015,0.00038335,0.000369225,0.000355621,0.000342518,0.000329898,0.000317743,0.000306035,0.00029476,0.000283899,0.000273439,0.000263364,0.00025366,0.000244314,0.000235312,0.000226642,0.000218291,0.000210248,0.000202502,0.000195041,0.000187854,0.000180933,0.000174266,0.000167845,0.000161661,0.000155705,0.000149968,0.000144442,0.00013912,0.000133994,0.000129057,0.000124302,0.000119722,0.000115311,0.000111062,0.00010697,0.000103029,9.92328E-05,9.55765E-05,0.000092055,8.86632E-05,8.53964E-05,8.225E-05,7.92195E-05,7.63006E-05,7.34893E-05,7.07816E-05,6.81736E-05,6.56617E-05,6.32424E-05,6.09123E-05,5.86679E-05,5.65063E-05,5.44243E-05,5.2419E-05,5.04877E-05,4.86274E-05,4.68357E-05,4.51101E-05,4.3448E-05,4.18471E-05,4.03053E-05,3.88202E-05,3.73899E-05,3.60122E-05,3.46854E-05,3.34074E-05,3.21765E-05,3.09909E-05,2.98491E-05,2.87493E-05,2.769E-05,2.66698E-05,2.56871E-05,2.47407E-05,2.38291E-05,2.29511E-05,2.21055E-05,2.1291E-05,2.05065E-05,1.9751E-05,1.90232E-05,1.83223E-05,1.76472E-05,1.6997E-05,1.63708E-05,1.57676E-05,1.51866E-05,1.46271E-05,1.40881E-05,1.3569E-05,1.30691E-05,1.25876E-05,1.21238E-05,1.16771E-05
19,0.003147385,0.003032259,0.002921343,0.002814485,0.002711536,0.002612352,0.002516797,0.002424736,0.002336043,0.002250595,0.002168272,0.00208896,0.002012549,0.001938933,0.00186801,0.001799681,0.001733852,0.00167043,0.001609329,0.001550462,0.001493749,0.00143911,0.00138647,0.001335755,0.001286895,0.001239822,0.001194472,0.00115078,0.001108686,0.001068132,0.001029062,0.00099142,0.000955156,0.000920218,0.000886558,0.000854129,0.000822886,0.000792786,0.000763787,0.000735849,0.000708933,0.000683001,0.000658018,0.000633949,0.00061076,0.00058842,0.000566896,0.00054616,0.000526182,0.000506936,0.000488393,0.000470528,0.000453317,0.000436735,0.00042076,0.000405369,0.000390542,0.000376256,0.000362493,0.000349234,0.00033646,0.000324152,0.000312296,0.000300872,0.000289867,0.000279264,0.000269049,0.000259208,0.000249726,0.000240592,0.000231791,0.000223313,0.000215144,0.000207275,0.000199693,0.000192388,0.000185351,0.000178571,0.000172039,0.000165746,0.000159684,0.000153843,0.000148215,0.000142794,0.000137571,0.000132539,0.000127691,0.00012302,0.00011852,0.000114185,0.000110008,0.000105984,0.000102107,9.83725E-05,9.47742E-05,9.13075E-05,8.79676E-05,8.47499E-05,8.16499E-05,7.86633E-05,7.57859E-05,7.30138E-05,7.0343E-05,6.777E-05,6.52911E-05,6.29029E-05,6.0602E-05,5.83852E-05,5.62496E-05,5.41921E-05,5.22098E-05,5.03001E-05,4.84602E-05,4.66876E-05,4.49798E-05,4.33345E-05,4.17494E-05,4.02223E-05,3.8751E-05,3.73336E-05,3.5968E-05,3.46523E-05,3.33848E-05,3.21636E-05,3.09872E-05,2.98537E-05,2.87617E-05,2.77096E-05,2.66961E-05,2.57196E-05,2.47788E-05,2.38724E-05,2.29992E-05,2.21579E-05,2.13474E-05,2.05666E-05,1.98143E-05,1.90895E-05,1.83912E-05,1.77185E-05,1.70704E-05,1.6446E-05,1.58444E-05,1.52649E-05,1.47065E-05,1.41686E-05,1.36503E-05,1.3151E-05,1.267E-05,1.22065E-05
20,0.003108248,0.002995208,0.002886278,0.00278131,0.00268016,0.002582688,0.002488761,0.00239825,0.002311031,0.002226984,0.002145993,0.002067948,0.001992741,0.001920269,0.001850433,0.001783137,0.001718288,0.001655797,0.001595579,0.001537552,0.001481634,0.00142775,0.001375826,0.00132579,0.001277574,0.001231111,0.001186338,0.001143194,0.001101618,0.001061555,0.001022948,0.000985746,0.000949896,0.00091535,0.000882061,0.000849982,0.00081907,0.000789282,0.000760578,0.000732917,0.000706263,0.000680577,0.000655826,0.000631975,0.000608992,0.000586844,0.000565502,0.000544936,0.000525117,0.00050602,0.000487617,0.000469883,0.000452795,0.000436328,0.000420459,0.000405168,0.000390433,0.000376234,0.000362551,0.000349366,0.00033666,0.000324416,0.000312618,0.000301249,0.000290293,0.000279736,0.000269562,0.000259759,0.000250312,0.000241209,0.000232436,0.000223983,0.000215837,0.000207988,0.000200424,0.000193135,0.000186111,0.000179342,0.00017282,0.000166535,0.000160479,0.000154642,0.000149018,0.000143599,0.000138376,0.000133344,0.000128494,0.000123821,0.000119318,0.000114979,0.000110797,0.000106768,0.000102885,9.91433E-05,9.55377E-05,9.20632E-05,8.8715E-05,8.54886E-05,8.23796E-05,7.93836E-05,7.64966E-05,7.37146E-05,7.10337E-05,6.84504E-05,6.5961E-05,6.35621E-05,6.12505E-05,5.9023E-05,5.68764E-05,5.4808E-05,5.28147E-05,5.08939E-05,4.9043E-05,4.72594E-05,4.55407E-05,4.38845E-05,4.22885E-05,4.07506E-05,3.92686E-05,3.78404E-05,3.64643E-05,3.51381E-05,3.38602E-05,3.26288E-05,3.14422E-05,3.02987E-05,2.91968E-05,2.8135E-05,2.71118E-05,2.61258E-05,2.51756E-05,2.426E-05,2.33777E-05,2.25275E-05,2.17083E-05,2.09188E-05,2.0158E-05,1.94249E-05,1.87185E-05,1.80377E-05,1.73817E-05,1.67496E-05,1.61404E-05,1.55534E-05,1.49878E-05,1.44427E-05,1.39175E-05,1.34113E-05,1.29236E-05,1.24536E-05
21,0.003061566,0.002950631,0.002843716,0.002740674,0.002641367,0.002545658,0.002453416,0.002364517,0.00227884,0.002196267,0.002116686,0.002039988,0.00196607,0.00189483,0.001826171,0.00176,0.001696227,0.001634765,0.001575529,0.00151844,0.00146342,0.001410394,0.001359288,0.001310035,0.001262566,0.001216817,0.001172726,0.001130233,0.001089279,0.001049809,0.00101177,0.000975109,0.000939776,0.000905723,0.000872905,0.000841275,0.000810792,0.000781413,0.000753099,0.00072581,0.000699511,0.000674164,0.000649736,0.000626193,0.000603503,0.000581635,0.00056056,0.000540248,0.000520672,0.000501806,0.000483623,0.000466099,0.00044921,0.000432933,0.000417246,0.000402127,0.000387556,0.000373513,0.000359979,0.000346935,0.000334364,0.000322249,0.000310572,0.000299319,0.000288473,0.00027802,0.000267946,0.000258237,0.00024888,0.000239862,0.000231171,0.000222794,0.000214721,0.000206941,0.000199442,0.000192216,0.000185251,0.000178538,0.000172069,0.000165834,0.000159825,0.000154034,0.000148453,0.000143073,0.000137889,0.000132893,0.000128078,0.000123437,0.000118964,0.000114653,0.000110499,0.000106495,0.000102636,9.89172E-05,9.53329E-05,9.18786E-05,8.85494E-05,8.53408E-05,8.22485E-05,7.92683E-05,7.6396E-05,7.36278E-05,7.09599E-05,6.83887E-05,6.59107E-05,6.35224E-05,6.12207E-05,5.90024E-05,5.68644E-05,5.4804E-05,5.28182E-05,5.09043E-05,4.90598E-05,4.72821E-05,4.55689E-05,4.39177E-05,4.23264E-05,4.07927E-05,3.93146E-05,3.789E-05,3.65171E-05,3.51939E-05,3.39187E-05,3.26896E-05,3.15051E-05,3.03635E-05,2.92633E-05,2.8203E-05,2.7181E-05,2.61962E-05,2.52469E-05,2.43321E-05,2.34505E-05,2.26007E-05,2.17818E-05,2.09925E-05,2.02319E-05,1.94988E-05,1.87923E-05,1.81113E-05,1.74551E-05,1.68226E-05,1.6213E-05,1.56255E-05,1.50594E-05,1.45137E-05,1.39878E-05,1.34809E-05,1.29925E-05,1.25217E-05
22,0.003011235,0.002902278,0.002797263,0.002696048,0.002598495,0.002504472,0.002413851,0.002326509,0.002242328,0.002161192,0.002082993,0.002007622,0.001934979,0.001864965,0.001797484,0.001732444,0.001669758,0.00160934,0.001551109,0.001494984,0.00144089,0.001388753,0.001338503,0.001290071,0.001243392,0.001198402,0.001155039,0.001113246,0.001072964,0.001034141,0.000996722,0.000960657,0.000925897,0.000892394,0.000860104,0.000828983,0.000798987,0.000770077,0.000742213,0.000715357,0.000689473,0.000664525,0.00064048,0.000617305,0.000594969,0.000573441,0.000552692,0.000532693,0.000513419,0.000494841,0.000476936,0.000459679,0.000443046,0.000427015,0.000411564,0.000396672,0.000382319,0.000368485,0.000355152,0.000342302,0.000329916,0.000317978,0.000306473,0.000295383,0.000284695,0.000274394,0.000264466,0.000254896,0.000245673,0.000236784,0.000228216,0.000219958,0.000212,0.000204329,0.000196935,0.000189809,0.000182941,0.000176322,0.000169942,0.000163793,0.000157866,0.000152154,0.000146649,0.000141342,0.000136228,0.000131299,0.000126548,0.000121969,0.000117556,0.000113302,0.000109203,0.000105251,0.000101443,9.77722E-05,9.42345E-05,9.08247E-05,8.75384E-05,8.43709E-05,8.13181E-05,7.83757E-05,7.55398E-05,7.28065E-05,7.01721E-05,6.7633E-05,6.51858E-05,6.28271E-05,6.05538E-05,5.83628E-05,5.6251E-05,5.42156E-05,5.22539E-05,5.03632E-05,4.85409E-05,4.67845E-05,4.50916E-05,4.34601E-05,4.18875E-05,4.03719E-05,3.89111E-05,3.75031E-05,3.61461E-05,3.48382E-05,3.35777E-05,3.23627E-05,3.11917E-05,3.00631E-05,2.89753E-05,2.79269E-05,2.69164E-05,2.59424E-05,2.50037E-05,2.4099E-05,2.3227E-05,2.23866E-05,2.15766E-05,2.07958E-05,2.00434E-05,1.93181E-05,1.86191E-05,1.79454E-05,1.72961E-05,1.66703E-05,1.60671E-05,1.54857E-05,1.49254E-05,1.43853E-05,1.38648E-05,1.33631E-05,1.28796E-05,1.24136E-05
