PERF2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
93,0.14915021,0.147678961,0.146222225,0.144779858,0.143351719,0.141937668,0.140537565,0.139151273,0.137778656,0.136419578,0.135073907,0.13374151,0.132422255,0.131116014,0.129822659,0.128542061,0.127274095,0.126018637,0.124775562,0.12354475,0.122326079,0.121119429,0.119924681,0.118741719,0.117570426,0.116410687,0.115262387,0.114125415,0.112999658,0.111885006,0.110781348,0.109688578,0.108606587,0.107535269,0.106474518,0.105424231,0.104384305,0.103354636,0.102335124,0.101325669,0.100326172,0.099336533,0.098356657,0.097386446,0.096425806,0.095474642,0.09453286,0.093600368,0.092677074,0.091762888,0.09085772,0.08996148,0.089074081,0.088195436,0.087325458,0.086464061,0.085611161,0.084766675,0.083930519,0.08310261,0.082282869,0.081471213,0.080667564,0.079871843,0.07908397,0.078303869,0.077531463,0.076766677,0.076009434,0.075259661,0.074517284,0.07378223,0.073054427,0.072333803,0.071620287,0.070913809,0.070214301,0.069521692,0.068835915,0.068156904,0.06748459,0.066818907,0.066159792,0.065507178,0.064861001,0.064221199,0.063587707,0.062960465,0.06233941,0.061724481,0.061115617,0.06051276,0.05991585,0.059324827,0.058739635,0.058160215,0.05758651,0.057018465,0.056456023,0.055899129,0.055347728,0.054801766,0.05426119,0.053725946,0.053195982,0.052671246,0.052151686,0.051637251,0.05112789,0.050623554,0.050124193,0.049629757,0.049140199,0.048655469,0.048175522,0.047700308,0.047229782,0.046763898,0.046302609,0.04584587,0.045393637,0.044945865,0.044502509,0.044063527,0.043628876,0.043198511,0.042772392,0.042350476,0.041932722,0.041519089,0.041109536,0.040704023,0.04030251,0.039904958,0.039511327,0.039121579,0.038735675,0.038353578,0.037975251,0.037600655,0.037229754,0.036862512,0.036498892,0.03613886,0.035782378,0.035429414,0.03507993,0.034733895,0.034391272,0.03405203
94,0.160449531,0.159014206,0.157591722,0.156181962,0.154784814,0.153400164,0.1520279,0.150667913,0.149320091,0.147984326,0.146660511,0.145348538,0.144048302,0.142759697,0.141482619,0.140216966,0.138962635,0.137719525,0.136487535,0.135266566,0.134056519,0.132857297,0.131668803,0.13049094,0.129323615,0.128166732,0.127020197,0.12588392,0.124757807,0.123641768,0.122535713,0.121439552,0.120353197,0.11927656,0.118209554,0.117152093,0.116104092,0.115065466,0.114036131,0.113016005,0.112005004,0.111003047,0.110010053,0.109025942,0.108050635,0.107084052,0.106126116,0.105176749,0.104235876,0.103303418,0.102379303,0.101463454,0.100555798,0.099656261,0.098764772,0.097881257,0.097005646,0.096137868,0.095277853,0.094425531,0.093580834,0.092743693,0.091914041,0.09109181,0.090276935,0.08946935,0.088668989,0.087875788,0.087089682,0.086310609,0.085538505,0.084773308,0.084014956,0.083263388,0.082518543,0.081780361,0.081048783,0.08032375,0.079605202,0.078893082,0.078187333,0.077487897,0.076794717,0.076107739,0.075426906,0.074752164,0.074083458,0.073420733,0.072763937,0.072113017,0.07146792,0.070828593,0.070194986,0.069567046,0.068944724,0.068327969,0.067716731,0.067110962,0.066510611,0.06591563,0.065325973,0.06474159,0.064162434,0.06358846,0.06301962,0.062455869,0.061897161,0.061343451,0.060794694,0.060250847,0.059711864,0.059177703,0.05864832,0.058123673,0.057603719,0.057088417,0.056577724,0.0560716,0.055570003,0.055072894,0.054580231,0.054091976,0.053608088,0.053128529,0.05265326,0.052182243,0.051715439,0.051252811,0.050794322,0.050339934,0.049889611,0.049443316,0.049001013,0.048562668,0.048128243,0.047697705,0.047271019,0.046848149,0.046429062,0.046013724,0.045602102,0.045194161,0.04478987,0.044389196,0.043992106,0.043598568,0.043208551,0.042822023,0.042438952,0.042059308
95,0.170229969,0.168856051,0.167493222,0.166141392,0.164800473,0.163470376,0.162151015,0.160842302,0.159544151,0.158256478,0.156979198,0.155712226,0.15445548,0.153208877,0.151972336,0.150745774,0.149529112,0.14832227,0.147125168,0.145937728,0.144759871,0.143591521,0.142432601,0.141283034,0.140142746,0.13901166,0.137889704,0.136776803,0.135672884,0.134577874,0.133491703,0.132414298,0.131345588,0.130285504,0.129233976,0.128190935,0.127156312,0.12613004,0.12511205,0.124102277,0.123100653,0.122107114,0.121121593,0.120144026,0.11917435,0.118212499,0.117258412,0.116312025,0.115373276,0.114442104,0.113518447,0.112602245,0.111693438,0.110791965,0.109897769,0.109010789,0.108130968,0.107258248,0.106392572,0.105533883,0.104682124,0.103837239,0.102999174,0.102167873,0.101343281,0.100525344,0.099714009,0.098909222,0.09811093,0.097319081,0.096533624,0.095754505,0.094981675,0.094215083,0.093454677,0.092700409,0.091952229,0.091210087,0.090473934,0.089743724,0.089019406,0.088300935,0.087588262,0.086881342,0.086180126,0.085484571,0.084794629,0.084110255,0.083431406,0.082758035,0.082090099,0.081427553,0.080770355,0.080118462,0.079471829,0.078830416,0.07819418,0.077563078,0.07693707,0.076316115,0.075700171,0.075089199,0.074483157,0.073882007,0.073285709,0.072694224,0.072107512,0.071525536,0.070948257,0.070375637,0.069807638,0.069244224,0.068685357,0.068131001,0.067581119,0.067035675,0.066494633,0.065957958,0.065425615,0.064897568,0.064373783,0.063854225,0.063338861,0.062827656,0.062320577,0.06181759,0.061318663,0.060823763,0.060332858,0.059845914,0.059362901,0.058883785,0.058408537,0.057937125,0.057469517,0.057005683,0.056545593,0.056089216,0.055636523,0.055187483,0.054742068,0.054300247,0.053861992,0.053427275,0.052996066,0.052568337,0.052144061,0.051723208,0.051305753,0.050891667
96,0.180781615,0.179474367,0.178176572,0.176888161,0.175609067,0.174339222,0.17307856,0.171827013,0.170584517,0.169351005,0.168126413,0.166910676,0.16570373,0.164505512,0.163315958,0.162135006,0.160962593,0.159798658,0.15864314,0.157495977,0.15635711,0.155226478,0.154104021,0.152989682,0.1518834,0.150785117,0.149694777,0.14861232,0.147537692,0.146470833,0.14541169,0.144360205,0.143316324,0.14227999,0.141251151,0.140229752,0.139215738,0.138209056,0.137209655,0.136217479,0.135232479,0.134254601,0.133283794,0.132320007,0.131363189,0.13041329,0.12947026,0.128534049,0.127604608,0.126681888,0.12576584,0.124856416,0.123953568,0.123057249,0.122167411,0.121284007,0.120406992,0.119536318,0.118671941,0.117813813,0.116961891,0.116116129,0.115276483,0.114442909,0.113615362,0.112793799,0.111978177,0.111168453,0.110364584,0.109566528,0.108774243,0.107987687,0.107206818,0.106431596,0.10566198,0.104897929,0.104139402,0.103386361,0.102638765,0.101896575,0.101159752,0.100428257,0.099702051,0.098981097,0.098265356,0.09755479,0.096849363,0.096149037,0.095453774,0.09476354,0.094078296,0.093398008,0.092722638,0.092052153,0.091386515,0.090725691,0.090069646,0.089418344,0.088771752,0.088129836,0.087492561,0.086859895,0.086231803,0.085608253,0.084989212,0.084374648,0.083764527,0.083158819,0.08255749,0.081960509,0.081367845,0.080779467,0.080195344,0.079615444,0.079039738,0.078468194,0.077900784,0.077337477,0.076778242,0.076223052,0.075671876,0.075124686,0.074581453,0.074042148,0.073506743,0.072975209,0.072447519,0.071923644,0.071403558,0.070887233,0.070374641,0.069865755,0.06936055,0.068858998,0.068361072,0.067866747,0.067375997,0.066888795,0.066405116,0.065924935,0.065448226,0.064974964,0.064505124,0.064038682,0.063575612,0.063115891,0.062659495,0.062206398,0.061756578,0.061310011
97,0.192184512,0.190950964,0.189725333,0.188507569,0.187297622,0.18609544,0.184900975,0.183714176,0.182534995,0.181363383,0.180199291,0.17904267,0.177893474,0.176751653,0.175617162,0.174489952,0.173369977,0.172257191,0.171151548,0.170053001,0.168961505,0.167877015,0.166799486,0.165728873,0.164665132,0.163608218,0.162558088,0.161514699,0.160478007,0.159447969,0.158424542,0.157407684,0.156397353,0.155393507,0.154396104,0.153405103,0.152420463,0.151442142,0.150470101,0.1495043,0.148544697,0.147591253,0.14664393,0.145702686,0.144767485,0.143838285,0.14291505,0.141997741,0.14108632,0.140180748,0.139280989,0.138387006,0.13749876,0.136616216,0.135739336,0.134868084,0.134002425,0.133142322,0.13228774,0.131438643,0.130594995,0.129756763,0.128923911,0.128096405,0.12727421,0.126457293,0.125645619,0.124839154,0.124037867,0.123241722,0.122450687,0.12166473,0.120883817,0.120107916,0.119336996,0.118571024,0.117809969,0.117053798,0.116302481,0.115555986,0.114814283,0.11407734,0.113345128,0.112617615,0.111894772,0.111176568,0.110462974,0.109753961,0.109049498,0.108349557,0.107654108,0.106963124,0.106276574,0.105594431,0.104916667,0.104243253,0.103574161,0.102909364,0.102248833,0.101592543,0.100940465,0.100292572,0.099648838,0.099009236,0.098373739,0.097742321,0.097114955,0.096491617,0.095872279,0.095256917,0.094645505,0.094038017,0.093434428,0.092834713,0.092238848,0.091646807,0.091058566,0.090474101,0.089893387,0.089316401,0.088743118,0.088173515,0.087607567,0.087045253,0.086486547,0.085931428,0.085379872,0.084831856,0.084287357,0.083746353,0.083208822,0.082674741,0.082144088,0.081616841,0.081092978,0.080572478,0.080055318,0.079541478,0.079030936,0.078523671,0.078019662,0.077518888,0.077021328,0.076526962,0.076035769,0.075547729,0.075062821,0.074581025,0.074102322,0.073626692
98,0.204536934,0.203385745,0.202241036,0.201102769,0.199970909,0.19884542,0.197726265,0.196613408,0.195506816,0.194406451,0.19331228,0.192224266,0.191142377,0.190066577,0.188996831,0.187933107,0.186875369,0.185823584,0.18477772,0.183737741,0.182703616,0.181675312,0.180652794,0.179636032,0.178624993,0.177619643,0.176619953,0.175625888,0.174637419,0.173654513,0.172677139,0.171705266,0.170738863,0.169777899,0.168822344,0.167872166,0.166927337,0.165987825,0.165053602,0.164124636,0.163200899,0.16228236,0.161368992,0.160460764,0.159557648,0.158659615,0.157766636,0.156878684,0.155995729,0.155117743,0.154244699,0.153376568,0.152513324,0.151654939,0.150801384,0.149952634,0.14910866,0.148269437,0.147434937,0.146605134,0.145780001,0.144959512,0.144143641,0.143332362,0.142525649,0.141723477,0.140925819,0.140132651,0.139343947,0.138559682,0.137779832,0.13700437,0.136233273,0.135466515,0.134704074,0.133945923,0.13319204,0.132442399,0.131696978,0.130955752,0.130218699,0.129485793,0.128757012,0.128032333,0.127311733,0.126595189,0.125882677,0.125174176,0.124469662,0.123769114,0.123072508,0.122379823,0.121691037,0.121006127,0.120325073,0.119647851,0.118974441,0.118304821,0.11763897,0.116976866,0.116318489,0.115663818,0.115012831,0.114365508,0.113721828,0.113081772,0.112445317,0.111812445,0.111183135,0.110557366,0.10993512,0.109316376,0.108701114,0.108089315,0.107480959,0.106876028,0.106274501,0.10567636,0.105081585,0.104490158,0.103902059,0.103317271,0.102735774,0.102157549,0.101582579,0.101010845,0.100442329,0.099877013,0.099314879,0.098755908,0.098200083,0.097647387,0.097097801,0.096551309,0.096007893,0.095467535,0.094930218,0.094395925,0.09386464,0.093336344,0.092811023,0.092288657,0.091769232,0.09125273,0.090739136,0.090228432,0.089720602,0.08921563,0.088713501,0.088214198
99,0.218738137,0.217615801,0.216499223,0.215388375,0.214283227,0.213183749,0.212089912,0.211001688,0.209919047,0.208841962,0.207770403,0.206704342,0.205643751,0.204588601,0.203538866,0.202494517,0.201455526,0.200421867,0.199393511,0.198370431,0.197352601,0.196339994,0.195332582,0.194330339,0.193333238,0.192341253,0.191354359,0.190372528,0.189395735,0.188423953,0.187457158,0.186495324,0.185538424,0.184586434,0.183639329,0.182697084,0.181759673,0.180827072,0.179899256,0.178976201,0.178057882,0.177144274,0.176235355,0.175331099,0.174431482,0.173536482,0.172646074,0.171760234,0.17087894,0.170002167,0.169129894,0.168262096,0.16739875,0.166539834,0.165685326,0.164835201,0.163989439,0.163148016,0.162310911,0.161478101,0.160649563,0.159825277,0.159005221,0.158189372,0.157377709,0.156570211,0.155766856,0.154967623,0.154172491,0.153381438,0.152594445,0.151811489,0.151032551,0.150257609,0.149486644,0.148719635,0.147956561,0.147197402,0.146442138,0.14569075,0.144943217,0.14419952,0.143459638,0.142723553,0.141991245,0.141262694,0.140537881,0.139816787,0.139099393,0.13838568,0.137675629,0.136969222,0.136266438,0.135567261,0.134871671,0.134179651,0.133491181,0.132806243,0.13212482,0.131446893,0.130772445,0.130101457,0.129433912,0.128769793,0.12810908,0.127451758,0.126797809,0.126147215,0.125499959,0.124856024,0.124215393,0.123578049,0.122943975,0.122313155,0.121685572,0.121061208,0.120440048,0.119822076,0.119207274,0.118595626,0.117987117,0.117381731,0.11677945,0.11618026,0.115584144,0.114991087,0.114401072,0.113814085,0.11323011,0.112649131,0.112071134,0.111496101,0.11092402,0.110354873,0.109788647,0.109225326,0.108664896,0.108107341,0.107552647,0.107000799,0.106451783,0.105905583,0.105362186,0.104821577,0.104283742,0.103748667,0.103216337,0.102686738,0.102159857,0.101635679
100,0.234073823,0.232989266,0.231909734,0.230835204,0.229765653,0.228701057,0.227641394,0.226586641,0.225536775,0.224491773,0.223451613,0.222416273,0.22138573,0.220359962,0.219338947,0.218322662,0.217311086,0.216304197,0.215301974,0.214304394,0.213311437,0.21232308,0.211339303,0.210360084,0.209385402,0.208415236,0.207449565,0.206488369,0.205531626,0.204579316,0.203631419,0.202687913,0.201748779,0.200813997,0.199883546,0.198957406,0.198035557,0.19711798,0.196204654,0.195295559,0.194390677,0.193489988,0.192593472,0.19170111,0.190812882,0.18992877,0.189048754,0.188172816,0.187300937,0.186433097,0.185569278,0.184709462,0.18385363,0.183001763,0.182153843,0.181309851,0.180469771,0.179633582,0.178801269,0.177972811,0.177148192,0.176327394,0.175510399,0.17469719,0.173887748,0.173082057,0.172280099,0.171481857,0.170687313,0.169896451,0.169109253,0.168325702,0.167545782,0.166769476,0.165996767,0.165227638,0.164462072,0.163700054,0.162941567,0.162186594,0.161435118,0.160687125,0.159942598,0.15920152,0.158463876,0.15772965,0.156998826,0.156271388,0.15554732,0.154826608,0.154109234,0.153395185,0.152684444,0.151976996,0.151272826,0.150571919,0.14987426,0.149179832,0.148488623,0.147800616,0.147115797,0.146434151,0.145755663,0.145080319,0.144408104,0.143739004,0.143073004,0.14241009,0.141750247,0.141093462,0.14043972,0.139789007,0.139141309,0.138496612,0.137854902,0.137216165,0.136580388,0.135947557,0.135317658,0.134690677,0.134066602,0.133445418,0.132827112,0.132211671,0.131599082,0.130989331,0.130382405,0.129778292,0.129176977,0.128578449,0.127982694,0.127389699,0.126799452,0.12621194,0.125627149,0.125045069,0.124465685,0.123888986,0.123314959,0.122743592,0.122174872,0.121608787,0.121045325,0.120484474,0.119926222,0.119370556,0.118817464,0.118266936,0.117718958,0.117173519
101,0.250698128,0.249661343,0.248628846,0.247600619,0.246576645,0.245556905,0.244541382,0.243530059,0.242522919,0.241519943,0.240521116,0.239526419,0.238535836,0.237549349,0.236566943,0.235588599,0.234614301,0.233644032,0.232677776,0.231715516,0.230757236,0.229802919,0.228852548,0.227906107,0.226963581,0.226024953,0.225090206,0.224159325,0.223232294,0.222309097,0.221389718,0.220474141,0.21956235,0.21865433,0.217750065,0.21684954,0.215952739,0.215059647,0.214170249,0.213284528,0.212402471,0.211524061,0.210649285,0.209778126,0.208910569,0.208046601,0.207186205,0.206329368,0.205476074,0.204626309,0.203780059,0.202937308,0.202098043,0.201262248,0.20042991,0.199601014,0.198775546,0.197953491,0.197134837,0.196319568,0.195507671,0.194699131,0.193893935,0.19309207,0.19229352,0.191498273,0.190706314,0.189917631,0.18913221,0.188350036,0.187571098,0.186795381,0.186022871,0.185253557,0.184487424,0.18372446,0.182964651,0.182207984,0.181454446,0.180704025,0.179956707,0.17921248,0.178471331,0.177733247,0.176998215,0.176266223,0.175537258,0.174811308,0.17408836,0.173368402,0.172651421,0.171937405,0.171226343,0.170518221,0.169813027,0.16911075,0.168411377,0.167714897,0.167021297,0.166330565,0.16564269,0.16495766,0.164275463,0.163596087,0.16291952,0.162245752,0.16157477,0.160906563,0.160241119,0.159578428,0.158918477,0.158261255,0.157606751,0.156954954,0.156305853,0.155659436,0.155015693,0.154374611,0.153736181,0.153100391,0.152467231,0.151836689,0.151208754,0.150583417,0.149960666,0.14934049,0.148722879,0.148107822,0.147495309,0.146885328,0.146277871,0.145672926,0.145070482,0.14447053,0.143873059,0.143278059,0.14268552,0.142095431,0.141507782,0.140922564,0.140339766,0.139759379,0.139181391,0.138605794,0.138032577,0.137461731,0.136893246,0.136327111,0.135763318,0.135201857
102,0.268788525,0.267810798,0.266836627,0.265866,0.264898904,0.263935325,0.262975252,0.26201867,0.261065569,0.260115934,0.259169753,0.258227015,0.257287705,0.256351813,0.255419324,0.254490228,0.253564511,0.252642162,0.251723168,0.250807516,0.249895195,0.248986193,0.248080498,0.247178097,0.246278978,0.24538313,0.244490541,0.243601198,0.242715091,0.241832206,0.240952534,0.240076061,0.239202776,0.238332668,0.237465725,0.236601935,0.235741288,0.234883771,0.234029373,0.233178084,0.232329891,0.231484783,0.230642749,0.229803778,0.22896786,0.228134981,0.227305133,0.226478303,0.22565448,0.224833655,0.224015815,0.22320095,0.222389049,0.221580101,0.220774096,0.219971023,0.219170871,0.218373629,0.217579288,0.216787836,0.215999263,0.215213559,0.214430712,0.213650713,0.212873552,0.212099217,0.211327699,0.210558987,0.209793072,0.209029943,0.208269589,0.207512002,0.20675717,0.206005084,0.205255733,0.204509109,0.2037652,0.203023997,0.202285491,0.20154967,0.200816527,0.20008605,0.19935823,0.198633058,0.197910523,0.197190617,0.19647333,0.195758652,0.195046573,0.194337084,0.193630177,0.192925841,0.192224066,0.191524845,0.190828167,0.190134023,0.189442404,0.188753301,0.188066705,0.187382606,0.186700995,0.186021864,0.185345203,0.184671004,0.183999257,0.183329953,0.182663085,0.181998642,0.181336615,0.180676997,0.180019779,0.179364951,0.178712505,0.178062432,0.177414724,0.176769372,0.176126368,0.175485702,0.174847367,0.174211354,0.173577654,0.17294626,0.172317162,0.171690352,0.171065823,0.170443565,0.169823571,0.169205832,0.16859034,0.167977087,0.167366065,0.166757265,0.16615068,0.165546302,0.164944121,0.164344132,0.163746324,0.163150692,0.162557225,0.161965918,0.161376762,0.160789748,0.16020487,0.15962212,0.159041489,0.15846297,0.157886556,0.157312238,0.15674001,0.156169862
103,0.288550251,0.287644426,0.286741445,0.285841298,0.284943977,0.284049473,0.283157778,0.282268881,0.281382774,0.28049945,0.279618898,0.278741111,0.277866079,0.276993794,0.276124248,0.275257431,0.274393335,0.273531952,0.272673273,0.271817289,0.270963993,0.270113375,0.269265428,0.268420142,0.26757751,0.266737524,0.265900174,0.265065453,0.264233352,0.263403863,0.262576979,0.26175269,0.260930988,0.260111867,0.259295316,0.258481329,0.257669897,0.256861013,0.256054668,0.255250854,0.254449563,0.253650788,0.252854521,0.252060753,0.251269477,0.250480685,0.249694369,0.248910521,0.248129134,0.247350201,0.246573712,0.245799661,0.24502804,0.244258841,0.243492057,0.24272768,0.241965702,0.241206117,0.240448916,0.239694092,0.238941638,0.238191546,0.237443808,0.236698418,0.235955368,0.23521465,0.234476258,0.233740183,0.23300642,0.23227496,0.231545796,0.230818921,0.230094328,0.229372009,0.228651958,0.227934168,0.22721863,0.226505339,0.225794287,0.225085468,0.224378873,0.223674497,0.222972332,0.222272371,0.221574607,0.220879034,0.220185644,0.219494432,0.218805389,0.218118509,0.217433785,0.216751211,0.216070779,0.215392484,0.214716318,0.214042275,0.213370347,0.212700529,0.212032814,0.211367194,0.210703665,0.210042218,0.209382848,0.208725547,0.20807031,0.20741713,0.206766,0.206116915,0.205469867,0.20482485,0.204181858,0.203540885,0.202901924,0.202264969,0.201630013,0.20099705,0.200366075,0.19973708,0.19911006,0.198485008,0.197861918,0.197240785,0.196621601,0.196004361,0.195389059,0.194775688,0.194164243,0.193554717,0.192947105,0.1923414,0.191737596,0.191135688,0.19053567,0.189937535,0.189341278,0.188746893,0.188154373,0.187563714,0.186974909,0.186387952,0.185802838,0.18521956,0.184638114,0.184058493,0.183480691,0.182904704,0.182330524,0.181758147,0.181187567,0.180618778
104,0.310221583,0.30940239,0.308585359,0.307770486,0.306957765,0.30614719,0.305338756,0.304532456,0.303728286,0.302926239,0.30212631,0.301328493,0.300532783,0.299739174,0.298947661,0.298158238,0.2973709,0.296585641,0.295802455,0.295021338,0.294242283,0.293465285,0.29269034,0.29191744,0.291146582,0.290377759,0.289610966,0.288846199,0.28808345,0.287322716,0.286563991,0.285807269,0.285052546,0.284299816,0.283549073,0.282800312,0.282053529,0.281308718,0.280565874,0.279824992,0.279086065,0.27834909,0.277614062,0.276880974,0.276149822,0.2754206,0.274693305,0.27396793,0.27324447,0.272522921,0.271803277,0.271085533,0.270369685,0.269655728,0.268943655,0.268233463,0.267525146,0.2668187,0.266114119,0.265411399,0.264710534,0.26401152,0.263314352,0.262619025,0.261925534,0.261233875,0.260544041,0.25985603,0.259169835,0.258485453,0.257802877,0.257122104,0.256443129,0.255765946,0.255090552,0.254416942,0.25374511,0.253075052,0.252406764,0.25174024,0.251075476,0.250412468,0.249751211,0.2490917,0.24843393,0.247777897,0.247123597,0.246471025,0.245820175,0.245171045,0.244523628,0.243877921,0.24323392,0.242591618,0.241951013,0.2413121,0.240674874,0.24003933,0.239405465,0.238773273,0.238142751,0.237513894,0.236886698,0.236261158,0.235637269,0.235015028,0.23439443,0.233775472,0.233158147,0.232542453,0.231928384,0.231315937,0.230705108,0.230095891,0.229488283,0.22888228,0.228277876,0.227675069,0.227073854,0.226474226,0.225876182,0.225279717,0.224684827,0.224091508,0.223499755,0.222909566,0.222320935,0.221733858,0.221148331,0.220564351,0.219981913,0.219401012,0.218821646,0.21824381,0.217667499,0.217092711,0.21651944,0.215947683,0.215377436,0.214808694,0.214241455,0.213675713,0.213111466,0.212548708,0.211987437,0.211427647,0.210869336,0.210312499,0.209757133,0.209203233
105,0.334080088,0.333364532,0.33265051,0.331938016,0.331227048,0.330517604,0.329809679,0.32910327,0.328398374,0.327694988,0.326993108,0.326292732,0.325593856,0.324896477,0.324200591,0.323506196,0.322813289,0.322121865,0.321431923,0.320743458,0.320056467,0.319370949,0.318686898,0.318004313,0.317323189,0.316643525,0.315965316,0.31528856,0.314613254,0.313939393,0.313266977,0.312596,0.31192646,0.311258355,0.310591681,0.309926434,0.309262613,0.308600213,0.307939232,0.307279667,0.306621514,0.305964771,0.305309435,0.304655502,0.30400297,0.303351836,0.302702096,0.302053748,0.301406789,0.300761215,0.300117024,0.299474213,0.298832779,0.298192718,0.297554029,0.296916707,0.296280751,0.295646156,0.295012921,0.294381042,0.293750517,0.293121342,0.292493515,0.291867032,0.291241891,0.29061809,0.289995624,0.289374492,0.28875469,0.288136215,0.287519065,0.286903237,0.286288728,0.285675536,0.285063656,0.284453087,0.283843826,0.28323587,0.282629216,0.282023862,0.281419804,0.28081704,0.280215566,0.279615382,0.279016482,0.278418866,0.277822529,0.27722747,0.276633685,0.276041172,0.275449928,0.274859951,0.274271237,0.273683784,0.27309759,0.272512651,0.271928964,0.271346528,0.27076534,0.270185396,0.269606695,0.269029233,0.268453007,0.267878016,0.267304257,0.266731726,0.266160422,0.265590342,0.265021482,0.264453841,0.263887416,0.263322204,0.262758202,0.262195409,0.261633821,0.261073435,0.26051425,0.259956263,0.259399471,0.258843872,0.258289462,0.25773624,0.257184203,0.256633348,0.256083674,0.255535176,0.254987853,0.254441703,0.253896722,0.253352909,0.25281026,0.252268774,0.251728448,0.251189278,0.250651264,0.250114402,0.24957869,0.249044125,0.248510706,0.247978428,0.247447291,0.246917292,0.246388427,0.245860696,0.245334095,0.244808621,0.244284273,0.243761049,0.243238945,0.242717959
106,0.360449892,0.35985774,0.35926656,0.358676352,0.358087113,0.357498842,0.356911538,0.356325199,0.355739823,0.355155408,0.354571954,0.353989458,0.353407919,0.352827335,0.352247705,0.351669027,0.351091301,0.350514523,0.349938692,0.349363808,0.348789868,0.348216871,0.347644815,0.347073699,0.346503522,0.345934281,0.345365975,0.344798603,0.344232162,0.343666653,0.343102072,0.342538419,0.341975692,0.341413889,0.34085301,0.340293052,0.339734013,0.339175893,0.33861869,0.338062402,0.337507029,0.336952567,0.336399017,0.335846375,0.335294642,0.334743815,0.334193893,0.333644875,0.333096758,0.332549542,0.332003225,0.331457805,0.330913281,0.330369652,0.329826916,0.329285072,0.328744117,0.328204052,0.327664873,0.327126581,0.326589173,0.326052647,0.325517003,0.324982239,0.324448354,0.323915345,0.323383212,0.322851954,0.322321568,0.321792053,0.321263409,0.320735632,0.320208723,0.31968268,0.3191575,0.318633184,0.318109729,0.317587133,0.317065397,0.316544517,0.316024493,0.315505323,0.314987007,0.314469542,0.313952926,0.31343716,0.312922241,0.312408168,0.311894939,0.311382554,0.31087101,0.310360306,0.309850442,0.309341415,0.308833225,0.308325869,0.307819347,0.307313657,0.306808797,0.306304767,0.305801565,0.30529919,0.30479764,0.304296914,0.303797011,0.303297929,0.302799667,0.302302223,0.301805596,0.301309786,0.30081479,0.300320607,0.299827236,0.299334675,0.298842924,0.29835198,0.297861843,0.297372512,0.296883984,0.296396259,0.295909334,0.29542321,0.294937885,0.294453357,0.293969624,0.293486687,0.293004543,0.29252319,0.292042629,0.291562857,0.291083874,0.290605677,0.290128266,0.289651639,0.289175795,0.288700733,0.288226451,0.287752948,0.287280224,0.286808275,0.286337103,0.285866704,0.285397078,0.284928223,0.284460139,0.283992824,0.283526276,0.283060495,0.28259548,0.282131228
107,0.389709879,0.389264241,0.388819113,0.388374494,0.387930384,0.387486781,0.387043686,0.386601097,0.386159014,0.385717437,0.385276365,0.384835797,0.384395733,0.383956172,0.383517114,0.383078558,0.382640504,0.38220295,0.381765897,0.381329343,0.380893289,0.380457733,0.380022675,0.379588115,0.379154052,0.378720485,0.378287414,0.377854838,0.377422757,0.37699117,0.376560076,0.376129476,0.375699368,0.375269751,0.374840626,0.374411992,0.373983847,0.373556193,0.373129027,0.37270235,0.372276161,0.371850459,0.371425244,0.371000515,0.370576272,0.370152513,0.36972924,0.36930645,0.368884144,0.368462321,0.368040981,0.367620122,0.367199744,0.366779847,0.36636043,0.365941493,0.365523035,0.365105055,0.364687554,0.364270529,0.363853982,0.363437911,0.363022316,0.362607195,0.36219255,0.361778379,0.361364681,0.360951457,0.360538705,0.360126425,0.359714616,0.359303279,0.358892411,0.358482014,0.358072086,0.357662626,0.357253635,0.356845112,0.356437055,0.356029466,0.355622342,0.355215684,0.354809491,0.354403762,0.353998498,0.353593696,0.353189358,0.352785482,0.352382068,0.351979115,0.351576623,0.351174591,0.350773019,0.350371907,0.349971252,0.349571056,0.349171318,0.348772037,0.348373212,0.347974843,0.34757693,0.347179472,0.346782469,0.346385919,0.345989823,0.34559418,0.345198989,0.34480425,0.344409963,0.344016126,0.34362274,0.343229803,0.342837316,0.342445278,0.342053688,0.341662546,0.341271851,0.340881603,0.340491801,0.340102445,0.339713534,0.339325068,0.338937046,0.338549468,0.338162332,0.33777564,0.33738939,0.337003581,0.336618214,0.336233287,0.335848801,0.335464754,0.335081146,0.334697977,0.334315247,0.333932953,0.333551097,0.333169678,0.332788695,0.332408147,0.332028035,0.331648357,0.331269113,0.330890304,0.330511927,0.330133983,0.329756471,0.329379391,0.329002742,0.328626524
